sugar_content,caffeine_content,acidity_level,carbonation_level,soda_type
22,54,20,6.689825155,Seven_Up
29,45,16,6.583381939,Seven_Up
4,40,21,6.725551062,Seven_Up
10,37,22,7.069747813999999,Seven_Up
4,44,19,6.921993877999999,Seven_Up
20,45,17,6.770955317,Seven_Up
23,45,23,6.983130466,Seven_Up
25,48,21,6.267684328,Seven_Up
56,79,15,7.454532137,Fanta_Grape
25,62,21,7.040056094,Fanta_Grape
42,61,22,7.418650668,Fanta_Grape
42,73,25,6.501869314,Fanta_Grape
44,58,18,6.814410927999999,Fanta_Grape
50,55,16,7.581442888,Fanta_Grape
35,72,21,7.741418772,Fanta_Grape
30,64,20,6.573531614,Fanta_Grape
27,64,21,7.543804222999999,Fanta_Grape
50,74,17,6.5408208,Fanta_Grape
39,73,24,7.22405917,Fanta_Grape
57,67,25,7.551364319,Fanta_Grape
52,63,19,6.928898659,Fanta_Grape
55,66,22,7.747775262999999,Fanta_Grape
51,56,18,6.706505915,Fanta_Grape
36,66,15,6.668238556,Fanta_Grape
59,55,19,7.332375138,Fanta_Grape
50,58,23,7.596802025,Fanta_Grape
30,65,25,7.70650895,Fanta_Grape
20,62,18,7.366542647,Fanta_Grape
58,71,15,6.919243702,Fanta_Grape
25,71,24,7.187721817999999,Fanta_Grape
52,71,16,7.0758864720000005,Fanta_Grape
40,63,18,6.74441168,Fanta_Grape
20,60,25,6.726469087999999,Fanta_Grape
48,61,21,6.628264883,Fanta_Grape
49,68,22,7.127064207,Fanta_Grape
48,62,15,7.538631462000001,Fanta_Grape
32,66,17,7.162357641,Fanta_Grape
21,63,22,6.859409487000001,Fanta_Grape
20,72,19,7.397190844,Fanta_Grape
25,65,21,6.880245789,Fanta_Grape
41,78,21,6.581313137,Fanta_Grape
53,67,17,7.296972161,Fanta_Grape
39,60,21,6.97297656,Fanta_Grape
25,76,17,7.241148507,Fanta_Grape
21,78,19,6.92009048,Fanta_Grape
57,60,17,7.504608385,Fanta_Grape
56,75,15,7.152272256,Fanta_Grape
49,72,15,7.137004749,Fanta_Grape
24,80,19,6.8080417220000005,Fanta_Grape
49,76,18,7.393631868,Fanta_Grape
28,68,19,7.69950698,Fanta_Grape
55,78,21,6.602888248999999,Fanta_Grape
50,64,25,6.734447425,Fanta_Grape
34,80,19,6.521217963,Fanta_Grape
20,68,23,7.707332484,Fanta_Grape
55,67,16,6.596719015,Fanta_Grape
23,70,15,7.403623355,Fanta_Grape
53,74,15,7.517097,Fanta_Grape
26,67,16,7.17620823,Fanta_Grape
33,80,22,6.593961761,Fanta_Grape
37,79,19,7.143942758,Fanta_Grape
33,75,21,6.690655045,Fanta_Grape
22,55,20,7.423530351,Fanta_Grape
20,68,17,6.578714842999999,Fanta_Grape
43,68,20,7.497469256,Fanta_Grape
44,76,22,7.775306272000001,Fanta_Grape
34,60,16,7.322555222999999,Fanta_Grape
21,72,17,7.580527339,Fanta_Grape
25,68,19,7.1084501210000015,Fanta_Grape
41,62,15,7.358974541,Fanta_Grape
28,65,23,7.405176138,Fanta_Grape
35,64,15,6.500144962,Fanta_Grape
52,58,16,7.167435834,Fanta_Grape
58,75,25,7.261791753,Fanta_Grape
34,66,19,7.586642101,Fanta_Grape
52,70,16,7.534811832999999,Fanta_Grape
23,57,19,7.251000789,Fanta_Grape
42,58,25,6.513620917999999,Fanta_Grape
37,62,17,7.121254928,Fanta_Grape
44,75,22,7.574561547,Fanta_Grape
21,80,20,7.350869792,Fanta_Grape
56,76,16,7.5131510760000015,Fanta_Grape
29,76,15,7.0256077060000015,Fanta_Grape
43,61,20,6.804253866,Fanta_Grape
55,60,15,7.163043872,Fanta_Grape
44,63,15,7.338929556,Fanta_Grape
29,67,21,6.621323612,Fanta_Grape
47,63,16,6.661870999,Fanta_Grape
40,68,17,7.733149554,Fanta_Grape
58,61,15,7.402891666,Fanta_Grape
41,74,18,6.599147297999999,Fanta_Grape
58,79,17,7.04174124,Fanta_Grape
27,62,24,7.353876754,Fanta_Grape
27,60,17,7.026795358999999,Fanta_Grape
52,65,20,6.814301033,Fanta_Grape
44,55,25,7.42160832,Fanta_Grape
21,62,24,6.8473828910000005,Fanta_Grape
60,59,22,7.191522601,Fanta_Grape
33,77,21,7.01285529,Fanta_Grape
59,58,17,7.368318809,Fanta_Grape
29,63,17,7.26154329,Fanta_Grape
59,63,18,6.52669158,Fanta_Grape
29,70,15,6.872594461,Fanta_Grape
58,73,16,6.874142175,Fanta_Grape
55,77,22,7.76061831,Fanta_Grape
42,79,23,6.781841984,Fanta_Grape
44,77,21,7.326980454,Fanta_Grape
38,62,25,7.453975408,Fanta_Grape
32,76,15,7.604110177000001,Root_Beer
13,61,22,7.728832424,Root_Beer
38,60,20,7.491217102,Root_Beer
11,74,17,6.633864582,Root_Beer
37,71,16,7.324863481,Root_Beer
29,71,18,6.410441476,Root_Beer
2,72,18,7.836719564,Root_Beer
6,59,21,6.139215944,Root_Beer
13,64,20,6.590571088,Root_Beer
8,58,17,7.286049977999999,Root_Beer
6,77,20,6.058306161,Root_Beer
2,75,22,6.658605362,Root_Beer
3,69,23,7.299360767,Root_Beer
27,80,24,7.815210661,Root_Beer
39,78,15,5.925391795,Root_Beer
40,79,17,6.403683619,Root_Beer
37,62,22,7.397546271,Root_Beer
31,60,24,7.722335992,Root_Beer
22,67,22,7.475926645,Root_Beer
3,78,18,6.887130053,Root_Beer
4,80,16,7.441976825,Root_Beer
13,61,24,7.629910252999999,Root_Beer
12,66,20,7.336117221,Root_Beer
4,61,21,6.75020529,Root_Beer
9,60,21,7.52178027,Root_Beer
18,66,22,6.347379185,Root_Beer
32,56,18,7.135251532000001,Root_Beer
6,72,15,7.670178119,Root_Beer
15,77,20,7.399749291,Root_Beer
0,65,24,7.841496029,Root_Beer
30,79,22,6.254216611,Root_Beer
3,63,16,6.868881707999999,Root_Beer
2,78,23,7.320514721,Root_Beer
10,78,18,6.296976913,Root_Beer
14,67,25,7.241151936,Root_Beer
39,65,23,7.685959305,Root_Beer
19,72,15,6.890760124,Root_Beer
18,57,21,6.155915975,Root_Beer
31,58,15,6.167855382000001,Root_Beer
28,58,25,6.861640036,Root_Beer
5,65,19,6.978361689,Root_Beer
16,65,19,7.043160241,Root_Beer
34,65,19,5.94239222,Root_Beer
14,69,19,7.239455147,Root_Beer
22,55,16,6.516317561,Root_Beer
24,61,17,6.233269045,Root_Beer
2,79,15,7.505283615,Root_Beer
26,63,17,6.950300686,Root_Beer
27,61,15,6.958054839,Root_Beer
24,70,16,6.54803469,Root_Beer
13,74,25,6.461618577,Root_Beer
6,64,23,7.065264073,Root_Beer
12,58,23,6.765091462000001,Root_Beer
32,79,22,5.91645379,Root_Beer
6,68,18,6.711341147000001,Root_Beer
10,79,20,6.379881442,Root_Beer
38,77,22,6.313284267999999,Root_Beer
17,74,17,7.393210848,Root_Beer
26,68,24,7.504930973,Root_Beer
23,75,17,7.198076286,Root_Beer
32,78,22,7.007037515,Root_Beer
19,79,19,6.677262562,Root_Beer
22,60,18,6.74398035,Root_Beer
28,69,16,6.547361617999999,Root_Beer
1,67,21,6.551577598,Root_Beer
12,67,23,6.585020302999999,Root_Beer
36,67,20,6.924042372000001,Root_Beer
28,70,21,7.437373666,Root_Beer
12,71,19,7.142611056000002,Root_Beer
22,68,16,7.74672376,Root_Beer
26,66,22,6.300479414,Root_Beer
16,65,16,6.078724107,Root_Beer
14,59,22,6.76660668,Root_Beer
33,59,19,7.641024177,Root_Beer
21,63,17,6.559681838,Root_Beer
0,69,21,7.072923306,Root_Beer
10,75,17,7.732194787999999,Root_Beer
30,61,18,6.157782589,Root_Beer
0,74,17,7.240988401,Root_Beer
35,74,22,6.898905799,Root_Beer
7,63,24,6.818681086000002,Root_Beer
9,56,17,6.261937875,Root_Beer
14,74,15,6.493036868,Root_Beer
14,76,20,7.042474679,Root_Beer
36,65,16,7.692013657,Root_Beer
28,67,21,6.250994222999999,Root_Beer
28,79,16,6.0521848810000005,Root_Beer
40,61,22,7.002216044,Root_Beer
10,70,19,7.272427638,Root_Beer
12,80,19,5.962001484,Root_Beer
37,77,20,7.080506001,Root_Beer
0,67,22,6.5937983870000005,Root_Beer
7,73,25,7.28805662,Root_Beer
10,56,18,7.32710972,Root_Beer
39,70,15,6.366355781,Root_Beer
26,56,22,7.011121216,Root_Beer
9,77,17,6.280725549,Root_Beer
4,59,19,7.621494566,Root_Beer
34,73,15,7.630424082999999,Root_Beer
33,77,15,7.802212437,Root_Beer
2,24,38,5.922935513,Orange_Crush
6,18,37,5.937649577999999,Orange_Crush
8,26,36,6.804781106,Orange_Crush
37,18,39,6.424670614,Orange_Crush
0,27,38,6.7380162210000005,Orange_Crush
31,25,38,6.4973666770000005,Orange_Crush
21,21,38,6.327673765,Orange_Crush
6,30,40,6.36137446,Orange_Crush
25,27,41,6.9235093710000015,Orange_Crush
15,11,38,6.630646082999999,Orange_Crush
14,5,36,5.832525853,Orange_Crush
16,10,41,6.738993954,Orange_Crush
36,7,37,5.782435567,Orange_Crush
4,20,41,6.537042717,Orange_Crush
29,22,40,6.145104401,Orange_Crush
16,15,42,6.890784045,Orange_Crush
18,27,41,7.175344328,Orange_Crush
11,18,42,5.938528744,Orange_Crush
5,15,38,5.709380472,Orange_Crush
18,23,44,6.184400085,Orange_Crush
9,8,40,6.553509673,Orange_Crush
40,27,45,5.885638185,Orange_Crush
22,23,44,6.1438746910000015,Orange_Crush
9,16,39,6.101198974,Orange_Crush
12,29,40,6.594037135,Orange_Crush
0,17,42,6.8598408210000015,Orange_Crush
2,21,44,6.56893406,Orange_Crush
28,6,40,6.769855664,Orange_Crush
8,23,44,7.130837931,Orange_Crush
29,16,36,5.7403380020000006,Orange_Crush
17,18,43,5.843005428,Orange_Crush
34,21,42,6.648687273999999,Orange_Crush
21,23,42,6.902751061,Orange_Crush
25,17,40,6.608023872,Orange_Crush
8,25,36,6.828522375,Orange_Crush
26,18,42,6.910374919,Orange_Crush
4,19,42,6.306605528,Orange_Crush
36,24,41,7.009180374,Orange_Crush
5,24,40,6.297907578999999,Orange_Crush
19,17,39,6.728599215,Orange_Crush
39,30,38,6.965156737999999,Orange_Crush
5,29,44,5.578095745,Orange_Crush
4,24,43,7.199504273,Orange_Crush
38,21,35,5.841367187,Orange_Crush
37,11,36,6.710143266,Orange_Crush
9,25,41,5.972714857000001,Orange_Crush
29,22,43,5.561851831,Orange_Crush
5,21,38,6.107054807999999,Orange_Crush
22,26,38,6.988035315,Orange_Crush
4,18,37,7.13147457,Orange_Crush
21,6,41,7.086947687,Orange_Crush
29,21,45,6.749260456,Orange_Crush
23,5,44,7.16300467,Orange_Crush
13,7,43,7.013481515,Orange_Crush
5,13,37,5.648243648999999,Orange_Crush
27,24,41,6.610251186,Orange_Crush
7,23,35,7.054313822999999,Orange_Crush
12,20,39,6.026999326,Orange_Crush
4,19,43,5.7794274020000005,Orange_Crush
3,9,45,6.535244251,Orange_Crush
1,27,36,5.684995235,Orange_Crush
23,30,44,6.12476108,Orange_Crush
24,21,42,6.999014379,Orange_Crush
13,30,37,6.277148771,Orange_Crush
40,11,44,6.322396027000001,Orange_Crush
21,9,40,5.956401828,Orange_Crush
3,27,44,6.591302797000001,Orange_Crush
40,29,42,7.104094929,Orange_Crush
14,25,40,6.407872061,Orange_Crush
38,14,37,6.658402594,Orange_Crush
34,9,36,6.276038961,Orange_Crush
32,14,37,6.825256236,Orange_Crush
18,21,35,6.368560522,Orange_Crush
8,23,38,7.005410734,Orange_Crush
15,6,41,6.8973684770000006,Orange_Crush
0,5,36,6.152906502,Orange_Crush
22,9,44,5.744361602000001,Orange_Crush
14,8,43,7.051654924,Orange_Crush
31,11,45,6.034612928,Orange_Crush
39,17,45,6.9244907310000015,Orange_Crush
10,5,42,6.887005997,Orange_Crush
8,28,38,6.8444019,Orange_Crush
32,13,42,5.786058032000001,Orange_Crush
18,9,40,5.627186257000001,Orange_Crush
20,27,41,5.700088663,Orange_Crush
39,25,36,5.567805185,Orange_Crush
20,7,45,6.077886012,Orange_Crush
11,10,45,6.397995609,Orange_Crush
40,18,43,5.767372539,Orange_Crush
3,26,39,7.079973241,Orange_Crush
9,16,36,5.893332377999999,Orange_Crush
30,20,38,7.058222596,Orange_Crush
40,9,41,5.78270695,Orange_Crush
40,30,35,6.269663962999999,Orange_Crush
32,25,35,5.892913826,Orange_Crush
33,23,45,7.116538883,Orange_Crush
4,14,41,6.430163481,Orange_Crush
13,17,45,7.159520979,Orange_Crush
39,24,39,6.431265737,Orange_Crush
8,28,37,6.082571701,Orange_Crush
91,94,46,6.149934034,Ginger_Ale
105,95,50,5.849076099,Ginger_Ale
108,92,53,6.276800323,Ginger_Ale
86,76,54,5.926824754,Ginger_Ale
80,77,49,5.519088423,Ginger_Ale
93,94,53,6.079178787999999,Ginger_Ale
90,92,55,6.13465588,Ginger_Ale
108,89,53,5.808497603999999,Ginger_Ale
108,88,55,5.891458107,Ginger_Ale
105,77,52,5.816622478999999,Ginger_Ale
118,88,52,5.8431631610000005,Ginger_Ale
101,87,54,6.376756632999999,Ginger_Ale
95,75,50,5.623615687000001,Ginger_Ale
106,85,53,5.91505509,Ginger_Ale
86,95,49,6.458714879,Ginger_Ale
83,79,55,5.565028635,Ginger_Ale
85,95,47,6.211833161,Ginger_Ale
109,79,45,6.490074429,Ginger_Ale
100,76,45,5.590236025,Ginger_Ale
117,86,48,6.225225238999999,Ginger_Ale
114,94,53,6.190757458999999,Ginger_Ale
110,78,50,5.915568968,Ginger_Ale
94,70,48,6.195152442,Ginger_Ale
80,71,47,6.156373499,Ginger_Ale
114,79,51,6.313197204,Ginger_Ale
88,78,45,6.324270089,Ginger_Ale
112,73,48,5.7074889870000005,Ginger_Ale
117,76,47,6.119216009,Ginger_Ale
111,87,48,5.571401169,Ginger_Ale
89,83,47,5.63127166,Ginger_Ale
93,91,47,6.101241579,Ginger_Ale
92,81,52,6.438137278999998,Ginger_Ale
105,74,45,6.098369122,Ginger_Ale
102,71,48,5.695267822000001,Ginger_Ale
94,91,51,5.6180944460000015,Ginger_Ale
116,71,47,6.435785799,Ginger_Ale
117,79,49,6.176644228,Ginger_Ale
119,72,55,6.220643671,Ginger_Ale
99,73,53,5.8717022110000014,Ginger_Ale
91,84,52,6.390741836,Ginger_Ale
80,90,47,6.21084479,Ginger_Ale
101,70,48,6.012696655,Ginger_Ale
108,89,53,5.908770059,Ginger_Ale
100,80,52,6.049801781,Ginger_Ale
109,91,53,6.010095852999999,Ginger_Ale
82,78,46,5.738678895,Ginger_Ale
106,70,55,5.74055541,Ginger_Ale
90,86,52,5.793260262,Ginger_Ale
83,95,50,5.50947065,Ginger_Ale
119,90,48,5.986442306,Ginger_Ale
107,72,45,5.790768046,Ginger_Ale
116,81,55,5.915546415,Ginger_Ale
101,75,50,6.242528277999999,Ginger_Ale
93,81,50,6.0360792660000016,Ginger_Ale
95,75,45,5.829898502000001,Ginger_Ale
107,71,55,6.088064451,Ginger_Ale
83,94,47,6.469370954,Ginger_Ale
102,73,54,5.720726906,Ginger_Ale
86,79,45,5.80766417,Ginger_Ale
117,86,53,5.703381727999999,Ginger_Ale
111,79,53,6.165001277999999,Ginger_Ale
95,74,50,6.002481605,Ginger_Ale
91,75,55,6.212369363,Ginger_Ale
93,83,46,5.765308943,Ginger_Ale
92,85,51,5.740764682000001,Ginger_Ale
104,80,54,5.879119455,Ginger_Ale
103,72,51,6.099478745,Ginger_Ale
92,75,45,5.674403358999999,Ginger_Ale
93,85,49,5.694243847,Ginger_Ale
120,87,52,5.905494703,Ginger_Ale
108,72,46,6.110844721,Ginger_Ale
105,88,54,6.020445317,Ginger_Ale
98,79,50,6.435917308,Ginger_Ale
111,88,55,5.505393832999999,Ginger_Ale
97,74,45,5.677719902000001,Ginger_Ale
95,82,48,5.719014989,Ginger_Ale
89,91,55,6.275572297999999,Ginger_Ale
89,85,55,6.275384607,Ginger_Ale
118,88,51,6.201911642000001,Ginger_Ale
101,92,45,5.758054257,Ginger_Ale
99,92,47,6.3239336470000005,Ginger_Ale
82,77,46,5.901100841,Ginger_Ale
90,86,55,5.644486582000001,Ginger_Ale
95,88,52,6.235461772000001,Ginger_Ale
104,73,46,6.28236237,Ginger_Ale
102,73,52,6.356090905,Ginger_Ale
100,74,52,5.837258235,Ginger_Ale
94,89,48,5.653437902,Ginger_Ale
99,70,46,5.727469947,Ginger_Ale
112,87,48,6.200111067999999,Ginger_Ale
117,82,45,5.614471478,Ginger_Ale
96,86,51,6.257369799,Ginger_Ale
113,85,45,6.037430836,Ginger_Ale
105,93,46,5.760457558,Ginger_Ale
85,89,51,6.1581644220000005,Ginger_Ale
108,94,47,6.387431382999999,Ginger_Ale
92,81,52,5.891413895,Ginger_Ale
110,71,54,5.725418961,Ginger_Ale
82,75,55,6.281069505,Ginger_Ale
117,81,53,5.507641777999999,Ginger_Ale
2,40,27,5.954626604,Lemon_Lime
39,24,31,4.757114897,Lemon_Lime
21,26,27,5.6995869720000005,Lemon_Lime
25,22,25,5.977413802999999,Lemon_Lime
0,21,32,6.430139436,Lemon_Lime
20,19,35,6.113935087000001,Lemon_Lime
19,21,34,5.074272692,Lemon_Lime
18,17,31,5.667507706,Lemon_Lime
11,36,33,5.978634285,Lemon_Lime
30,28,30,5.064613314,Lemon_Lime
18,19,27,4.772385986000001,Lemon_Lime
23,23,27,5.161148592,Lemon_Lime
37,30,34,6.797779227,Lemon_Lime
11,27,30,6.39474303,Lemon_Lime
12,19,31,5.566704378,Lemon_Lime
3,28,33,5.755049971,Lemon_Lime
37,38,32,5.417340525,Lemon_Lime
26,37,30,6.166173833999999,Lemon_Lime
14,18,30,5.191265116,Lemon_Lime
40,16,35,4.954739564,Lemon_Lime
4,20,25,5.664587011,Lemon_Lime
36,25,33,5.548584852,Lemon_Lime
30,17,31,6.804437106,Lemon_Lime
28,37,28,6.097869767000001,Lemon_Lime
38,15,30,5.075504537,Lemon_Lime
12,37,30,4.546466109,Lemon_Lime
38,19,31,5.855119267999999,Lemon_Lime
8,33,29,6.442393461,Lemon_Lime
15,27,28,4.507523551,Lemon_Lime
34,16,25,6.10729559,Lemon_Lime
11,36,31,6.47544932,Lemon_Lime
33,29,34,6.832979508999999,Lemon_Lime
12,31,26,5.395275719,Lemon_Lime
12,34,28,6.13526938,Lemon_Lime
5,16,31,4.555688532,Lemon_Lime
1,30,29,6.4341977560000005,Lemon_Lime
16,35,31,5.316875978000001,Lemon_Lime
35,18,26,5.279388967,Lemon_Lime
4,40,26,6.720041791,Lemon_Lime
9,29,34,5.72742254,Lemon_Lime
2,38,33,4.691396195,Lemon_Lime
26,32,32,6.810186079,Lemon_Lime
34,38,31,6.454045329,Lemon_Lime
5,32,33,5.842763773,Lemon_Lime
31,29,26,5.024124683999999,Lemon_Lime
34,34,35,6.422710539,Lemon_Lime
36,19,32,4.94295037,Lemon_Lime
7,17,26,6.414526606,Lemon_Lime
38,15,27,6.777788126,Lemon_Lime
5,19,25,6.441328044,Lemon_Lime
37,36,26,4.650536197,Lemon_Lime
21,31,32,5.254532213,Lemon_Lime
37,36,27,5.910634533,Lemon_Lime
23,23,30,4.755273631000001,Lemon_Lime
36,26,26,6.814630246,Lemon_Lime
24,33,35,5.342866119,Lemon_Lime
26,18,30,6.336234623999999,Lemon_Lime
22,17,26,4.754435025,Lemon_Lime
11,34,32,6.831706773,Lemon_Lime
29,35,28,6.9674177660000005,Lemon_Lime
22,28,26,4.947683034,Lemon_Lime
23,24,32,5.630619901,Lemon_Lime
1,35,34,6.27339822,Lemon_Lime
2,24,34,6.472774648,Lemon_Lime
39,37,25,6.953246506,Lemon_Lime
15,36,27,5.6437102160000014,Lemon_Lime
3,18,31,6.392313972999999,Lemon_Lime
8,38,32,4.981816523,Lemon_Lime
33,31,34,5.421265282999999,Lemon_Lime
14,29,32,6.942520105,Lemon_Lime
18,20,26,5.435840509,Lemon_Lime
9,21,32,5.870116071,Lemon_Lime
20,30,27,4.74910393,Lemon_Lime
9,38,25,5.497946899,Lemon_Lime
26,24,34,6.811291098,Lemon_Lime
31,36,29,6.460542749,Lemon_Lime
14,18,35,4.791146778,Lemon_Lime
40,16,35,6.4841522000000005,Lemon_Lime
28,27,34,6.526654345,Lemon_Lime
0,17,30,6.279133738,Lemon_Lime
1,29,29,6.052026047000001,Lemon_Lime
2,36,31,5.73171945,Lemon_Lime
12,27,26,5.32307197,Lemon_Lime
7,28,35,4.66910839,Lemon_Lime
0,36,26,5.101206389,Lemon_Lime
26,35,31,5.339556562,Lemon_Lime
27,21,30,5.061081874,Lemon_Lime
22,38,31,5.8211060360000015,Lemon_Lime
22,18,31,5.956027059,Lemon_Lime
28,23,28,5.676032581,Lemon_Lime
7,31,27,6.524114355,Lemon_Lime
29,34,26,6.2739536760000005,Lemon_Lime
8,37,33,6.128167757000001,Lemon_Lime
39,16,27,4.934964765,Lemon_Lime
40,24,25,5.445008416,Lemon_Lime
19,38,26,4.525722333,Lemon_Lime
21,21,30,5.403908327999999,Lemon_Lime
22,18,33,6.621623545,Lemon_Lime
31,20,30,6.207495815,Lemon_Lime
18,26,31,5.418475257000001,Lemon_Lime
24,130,195,6.112305667,Cherry_Cola
13,144,204,6.092241627000001,Cherry_Cola
22,123,205,5.896343436,Cherry_Cola
36,125,196,6.15526103,Cherry_Cola
24,131,196,5.732453638,Cherry_Cola
2,123,198,6.253034534,Cherry_Cola
35,140,197,6.106190557000001,Cherry_Cola
11,122,195,5.647202395,Cherry_Cola
6,123,203,6.130310493,Cherry_Cola
17,134,204,6.499604931,Cherry_Cola
25,130,197,5.554831977,Cherry_Cola
27,145,205,5.800242694,Cherry_Cola
9,122,201,5.570290539,Cherry_Cola
16,139,203,6.27564088,Cherry_Cola
32,141,204,5.536645599,Cherry_Cola
22,138,195,6.208196881,Cherry_Cola
31,144,202,5.870600622,Cherry_Cola
3,136,205,6.334771461,Cherry_Cola
28,122,197,5.856575335,Cherry_Cola
4,136,204,5.898944282,Cherry_Cola
39,145,201,5.775600435,Cherry_Cola
38,132,197,5.931101816,Cherry_Cola
36,133,198,6.2286454,Cherry_Cola
25,121,201,5.594240602999999,Cherry_Cola
15,125,199,5.569230319,Cherry_Cola
24,140,205,5.93202852,Cherry_Cola
13,132,203,6.423216506,Cherry_Cola
5,126,197,6.417500829,Cherry_Cola
30,120,200,6.234904253,Cherry_Cola
23,142,197,6.000573725,Cherry_Cola
26,135,203,5.6851027689999984,Cherry_Cola
7,126,203,5.662140095,Cherry_Cola
32,139,198,6.358186848,Cherry_Cola
9,141,202,6.119495295,Cherry_Cola
20,142,196,6.207600782999999,Cherry_Cola
32,129,201,6.48754639,Cherry_Cola
3,134,199,5.81717753,Cherry_Cola
38,138,204,6.325480034,Cherry_Cola
14,131,198,5.562790949,Cherry_Cola
20,122,204,6.487369687,Cherry_Cola
40,126,201,6.116982944,Cherry_Cola
36,128,204,5.695792761,Cherry_Cola
11,132,197,5.7343170070000005,Cherry_Cola
0,137,195,6.329499832000001,Cherry_Cola
19,123,200,6.167013532,Cherry_Cola
31,136,197,5.653776057999999,Cherry_Cola
4,134,200,5.840256272,Cherry_Cola
39,139,201,5.5399808120000005,Cherry_Cola
8,127,196,5.833302165,Cherry_Cola
39,138,203,6.399433771,Cherry_Cola
32,120,204,6.138958698,Cherry_Cola
12,142,203,5.972850837999999,Cherry_Cola
8,133,195,6.456079585,Cherry_Cola
8,139,199,6.3364266670000005,Cherry_Cola
21,134,202,6.425419926,Cherry_Cola
40,140,195,6.2943956760000015,Cherry_Cola
39,127,202,6.477768039,Cherry_Cola
19,120,195,5.931538447,Cherry_Cola
21,139,201,5.980598579,Cherry_Cola
17,136,195,6.389783283,Cherry_Cola
33,139,203,5.693287415,Cherry_Cola
22,133,201,6.00299607,Cherry_Cola
32,130,196,6.372959542,Cherry_Cola
37,135,205,5.510924848999999,Cherry_Cola
15,140,195,5.69945282,Cherry_Cola
39,132,196,5.778594403,Cherry_Cola
40,121,199,6.315586313,Cherry_Cola
40,132,202,5.9718130060000005,Cherry_Cola
29,142,203,5.891195653,Cherry_Cola
32,121,199,6.129812716,Cherry_Cola
6,140,205,6.313085601,Cherry_Cola
8,120,196,6.053662544,Cherry_Cola
34,133,202,5.804799142,Cherry_Cola
35,135,199,6.400719746,Cherry_Cola
16,145,199,5.953966361,Cherry_Cola
8,136,201,5.6092559920000005,Cherry_Cola
25,129,195,5.777271492000001,Cherry_Cola
16,130,201,5.682395429,Cherry_Cola
39,129,203,5.863996687,Cherry_Cola
38,135,203,6.444373116,Cherry_Cola
33,120,205,5.550832177999999,Cherry_Cola
35,125,204,6.107741787999999,Cherry_Cola
1,132,200,5.620745638,Cherry_Cola
39,140,203,6.349875906,Cherry_Cola
28,145,202,6.484323189,Cherry_Cola
6,128,200,5.838748311,Cherry_Cola
6,139,199,6.29099842,Cherry_Cola
29,122,196,5.638328481,Cherry_Cola
37,144,197,6.415555956,Cherry_Cola
38,120,197,6.323722572,Cherry_Cola
38,141,198,5.757009965,Cherry_Cola
14,121,203,6.1586894060000015,Cherry_Cola
6,125,204,5.7335398070000005,Cherry_Cola
32,138,197,5.908724337000001,Cherry_Cola
11,124,204,6.361141107000001,Cherry_Cola
23,138,200,5.96537863,Cherry_Cola
40,143,201,6.476757723,Cherry_Cola
6,142,202,6.224542938,Cherry_Cola
37,124,195,6.209928251,Cherry_Cola
35,134,204,5.841138354,Cherry_Cola
119,25,51,6.283818329,Diet_Coke
119,19,55,6.818261382999999,Diet_Coke
105,30,50,6.37620108,Diet_Coke
114,8,50,6.581587932000001,Diet_Coke
93,22,52,6.932739726,Diet_Coke
80,26,55,6.140099215,Diet_Coke
85,27,45,6.467095849,Diet_Coke
85,22,53,6.849471704,Diet_Coke
82,22,45,6.512196212,Diet_Coke
118,13,54,6.039584629,Diet_Coke
83,25,53,6.057697106,Diet_Coke
86,15,47,6.423898762,Diet_Coke
101,10,47,6.936997681,Diet_Coke
119,9,50,6.251286661,Diet_Coke
104,17,46,6.190015912000001,Diet_Coke
95,12,51,6.681606702000001,Diet_Coke
102,14,52,6.51075991,Diet_Coke
109,21,55,6.770278088,Diet_Coke
81,18,50,6.429788072999999,Diet_Coke
103,17,51,6.209888345,Diet_Coke
105,14,50,6.419052193,Diet_Coke
97,8,52,6.237861736,Diet_Coke
120,19,49,6.762471628999998,Diet_Coke
95,16,55,6.612847999,Diet_Coke
83,29,52,6.704688865,Diet_Coke
83,9,45,6.049609892,Diet_Coke
91,21,50,6.762030215,Diet_Coke
116,5,54,6.65398725,Diet_Coke
112,28,54,6.738030547,Diet_Coke
88,29,51,6.095689937,Diet_Coke
118,15,45,6.538006356,Diet_Coke
92,21,48,6.377427122,Diet_Coke
106,14,45,6.417011754,Diet_Coke
99,5,47,6.649086972,Diet_Coke
98,8,51,6.25933595,Diet_Coke
108,22,46,6.121168559,Diet_Coke
119,7,55,6.031424482,Diet_Coke
117,27,48,6.835268183999999,Diet_Coke
109,10,53,6.5517503060000015,Diet_Coke
80,16,46,6.940236218,Diet_Coke
100,18,52,6.87606733,Diet_Coke
91,7,53,6.457216535,Diet_Coke
86,6,53,6.921847887999999,Diet_Coke
107,5,52,6.8814257460000015,Diet_Coke
103,16,49,6.915717008,Diet_Coke
101,20,48,6.206247493999999,Diet_Coke
85,25,47,6.29542477,Diet_Coke
84,7,51,6.399669044,Diet_Coke
102,28,54,6.862157042000001,Diet_Coke
98,25,52,6.224066378,Diet_Coke
97,25,50,6.093814669,Diet_Coke
90,16,45,6.291540277999999,Diet_Coke
95,12,46,6.32281728,Diet_Coke
82,23,49,6.873283991,Diet_Coke
82,25,51,6.074209622000001,Diet_Coke
110,28,46,6.49889585,Diet_Coke
118,21,51,6.678805092,Diet_Coke
